unitid,urm_share
152275,0.41935483870967744
152309,0.20833333333333334
152318,0.11171662125340599
152327,0.13333333333333333
152336,0.17016574585635358
152363,0.19894736842105262
152381,0.10144927536231885
152390,0.16307692307692306
152415,0.7110091743119266
152497,0.10240963855421686
152530,0.09103707179727827
152567,0.1744186046511628
152600,0.1820959364497403
152628,0.03571428571428571
152637,0.21204423982642748
152673,0.17458432304038005
152798,0.03333333333333333
152992,0.25425246195165624
153001,0.07912545549193128
153074,0.10784313725490197
153083,0.14685314685314685
153108,0.08092948717948718
153126,0.14606741573033707
153144,0.18278805120910385
153162,0.20449897750511248
153171,0.5
153214,0.14991535240131873
153241,0.109375
153250,0.054332874828060526
153269,0.1046831955922865
153278,0.26663201663201663
153296,0.2222222222222222
153302,0.14453125
153311,0.20566565040650406
153320,0.04424778761061947
153339,0.2222222222222222
153366,0.24568668046928915
153375,0.17486910994764399
153384,0.1783402001177163
153409,0.06629834254143646
153418,0.14352941176470588
153427,0.25153374233128833
153445,0.14569775849602315
153463,0.14285714285714285
153472,0.13834173156207055
153524,0.19940476190476192
153533,0.10461828463713478
153542,0.1111111111111111
153588,0.4583333333333333
153597,0.27586206896551724
153603,0.101952984904307
153621,0.3153846153846154
153630,0.13813517513566848
153658,0.13784932178460532
153737,0.16904377151689734
153746,0.3023255813953488
153764,0.30851063829787234
153773,0.1518987341772152
153782,0.21568627450980393
153825,0.11414900888585099
153834,0.09266943291839558
153861,0.21364985163204747
153922,0.2033898305084746
153977,0.1297016861219196
154004,0.1165783497350492
154013,0.11139240506329114
154022,0.5274602732088096
154059,0.10420112471055243
154095,0.08818289786223278
154101,0.08890925756186985
154110,0.05369828666945257
154129,0.11505507955936352
154165,0.05263157894736842
154174,0.05128205128205128
154208,0.029411764705882353
154235,0.13727121464226288
154262,0.11153846153846154
154332,0.3488372093023256
154341,0.3191489361702128
154350,0.08684381075826313
154378,0.13291139240506328
154396,0.13973268529769137
154448,0.17419354838709677
154457,0.2916666666666667
154466,0.21951219512195122
154493,0.2826359308443999
154518,0.26659696811291167
154527,0.12010796221322537
154545,0.30434782608695654
154572,0.2127208480565371
154590,0.2917251051893408
154642,0.16393442622950818
154688,0.19121585431173005
154697,0.27068014705882354
154712,0.10423162583518931
154721,0.3536754507628294
154749,0.2391304347826087
